10.4,8.040,8.5
,0.11,砂土,287
236,>16.5,>16.5,
,,,
10.5,7.300,7.0
,0.10,砂土,271
220,>16.5,>16.5,
,,,
10.6,6.580,6.0
,0.09,砂土,255
204,>16.5,>16.5,
,,,
10.7,5.630,5.5
,0.10,砂土,232
183,32.2,32.2,
,,,
10.8,5.510,5.5
,0.10,砂土,229
181,31.5,31.5,
,,,
10.9,5.450,5.5
,0.10,砂土,228
179,31.2,31.2,
,,,
11.0,5.580,5.9
,0.11,砂土,231
182,31.9,31.9,
,,,
11.1,6.420,6.6
,0.10,砂土,251
201,>16.5,>16.5,
,,,
11.2,6.630,7.9
,0.12,砂土,256
205,>16.5,>16.5,
,,,
11.3,8.780,9.1
,0.10,砂土,303
253,>16.5,>16.5,
,,,
11.4,8.730,8.7
,0.10,砂土,302
252,>16.5,>16.5,
,,,
11.5,7.370,7.4
,0.10,砂土,273
222,>16.5,>16.5,
,,,
11.6,7.730,7.5
,0.10,砂土,280
230,>16.5,>16.5,
,,,
11.7,8.990,11.7
,0.13,砂土,307
257,>16.5,>16.5,
,,,
11.8,13.450,12.3
,0.09,砂土,392
355,>16.5,>16.5,
,,,
11.9,11.060,11.4
,0.10,砂土,348
303,>16.5,>16.5,
,,,
12.0,11.590,9.7
,0.08,砂土,358
314,>16.5,>16.5,
,,,
12.1,9.400,10.8
,0.11,砂土,315
266,>16.5,>16.5,
,,,
12.2,7.670,6.5
,0.08,砂土,279
228,>16.5,>16.5,
,,,
12.3,6.840,7.1
,0.10,砂土,261
210,>16.5,>16.5,
,,,
12.4,8.080,10.3
,0.13,砂土,288
237,>16.5,>16.5,
,,,
12.5,12.360,9.1
,0.07,砂土,372
331,>16.5,>16.5,
,,,
12.6,7.190,7.9
,0.11,砂土,269
218,>16.5,>16.5,
,,,
12.7,12.560,14.2
,0.11,砂土,376
336,>16.5,>16.5,
,,,
12.8,13.840,12.0
,0.09,砂土,398
364,>16.5,>16.5,
,,,
12.9,12.270,11.0
,0.09,砂土,370
329,>16.5,>16.5,
,,,
13.0,9.360,10.6
,0.11,砂土,315
265,>16.5,>16.5,
,,,
13.1,12.700,15.5
,0.12,砂土,378
339,>16.5,>16.5,
,,,
13.2,15.800,15.3
,0.10,砂土,432
407,>16.5,>16.5,
,,,
13.3,14.750,13.6
,0.09,砂土,414
384,>16.5,>16.5,
,,,
13.4,13.190,12.6
,0.10,砂土,387
350,>16.5,>16.5,
,,,
13.5,12.060,12.0
,0.10,砂土,367
325,>16.5,>16.5,
,,,
13.6,11.340,11.5
,0.10,砂土,353
309,>16.5,>16.5,
,,,
13.7,14.010,15.8
,0.11,砂土,401
368,>16.5,>16.5,
,,,
13.8,15.340,15.7
,0.10,砂土,424
397,>16.5,>16.5,
,,,
13.9,16.950,17.5
,0.10,砂土,451
432,>16.5,>16.5,
,,,
14.0,17.280,15.4
,0.09,砂土,456
440,>16.5,>16.5,
,,,
14.1,15.990,16.5
,0.10,砂土,435
411,>16.5,>16.5,
,,,
14.2,17.160,17.3
,0.10,砂土,454
437,>16.5,>16.5,
,,,
14.3,17.070,16.3
,0.10,砂土,453
435,>16.5,>16.5,
,,,
14.4,16.200,16.0
,0.10,砂土,438
416,>16.5,>16.5,
,,,
14.5,15.610,14.6
,0.09,砂土,429
403,>16.5,>16.5,
,,,
14.6,13.430,12.3
,0.09,砂土,391
355,>16.5,>16.5,
,,,
14.7,10.350,9.5
,0.09,砂土,334
287,>16.5,>16.5,
,,,
14.8,10.090,8.9
,0.09,砂土,329
281,>16.5,>16.5,
,,,
14.9,7.550,8.1
,0.11,砂土,277
226,>16.5,>16.5,
,,,
15.0,8.670,11.3
,0.13,砂土,300
250,>16.5,>16.5,
,,,
15.1,15.540,14.4
,0.09,砂土,428
401,>16.5,>16.5,
,,,
15.2,9.260,7.7
,0.08,砂土,313
263,>16.5,>16.5,
,,,
15.3,8.200,9.2
,0.11,砂土,291
240,>16.5,>16.5,
,,,
15.4,12.110,12.6
,0.10,砂土,367
326,>16.5,>16.5,
,,,
15.5,12.320,11.1
,0.09,砂土,371
331,>16.5,>16.5,
,,,
15.6,9.180,8.7
,0.09,砂土,311
261,>16.5,>16.5,
,,,
15.7,9.450,9.7
,0.10,砂土,316
267,>16.5,>16.5,
,,,
15.8,9.530,9.3
,0.10,砂土,318
269,>16.5,>16.5,
,,,
15.9,8.240,8.0
,0.10,砂土,291
241,>16.5,>16.5,
,,,
16.0,8.220,8.7
,0.11,砂土,291
240,>16.5,>16.5,
,,,
16.1,8.910,9.5
,0.11,砂土,305
256,>16.5,>16.5,
,,,
16.2,10.790,11.8
,0.11,砂土,343
297,>16.5,>16.5,
,,,
16.3,13.930,14.3
,0.10,砂土,400
366,>16.5,>16.5,
,,,
16.4,14.990,15.7
,0.10,砂土,418
389,>16.5,>16.5,
,,,
16.5,13.190,9.3
,0.07,砂土,387
350,>16.5,>16.5,
,,,
16.6,8.580,8.3
,0.10,砂土,299
248,>16.5,>16.5,
,,,
16.7,8.490,9.7
,0.11,砂土,297
246,>16.5,>16.5,
,,,
16.8,10.080,11.1
,0.11,砂土,329
281,>16.5,>16.5,
,,,
16.9,12.050,13.2
,0.11,砂土,366
325,>16.5,>16.5,
,,,
17.0,13.450,11.9
,0.09,砂土,392
355,>16.5,>16.5,
,,,
17.1,10.490,9.9
,0.09,砂土,337
290,>16.5,>16.5,
,,,
17.2,12.600,14.4
,0.11,砂土,376
337,>16.5,>16.5,
,,,
17.3,14.760,14.8
,0.10,砂土,414
384,>16.5,>16.5,
,,,
17.4,14.420,11.7
,0.08,砂土,409
377,>16.5,>16.5,
,,,
17.5,8.610,6.9
,0.08,砂土,299
249,>16.5,>16.5,
,,,
17.6,6.170,6.5
,0.11,砂土,245
195,35.3,35.3,
,,,
17.7,7.070,8.2
,0.12,砂土,266
215,>16.5,>16.5,
,,,
17.8,10.140,11.7
,0.12,砂土,330
283,>16.5,>16.5,
,,,
17.9,12.650,11.8
,0.09,砂土,377
338,>16.5,>16.5,
,,,
18.0,11.950,12.5
,0.10,砂土,365
322,>16.5,>16.5,
,,,
18.1,13.370,14.2
,0.11,砂土,390
354,>16.5,>16.5,
,,,
18.2,13.700,11.8
,0.09,砂土,396
361,>16.5,>16.5,
,,,
18.3,9.600,8.7
,0.09,砂土,319
271,>16.5,>16.5,
,,,
18.4,8.750,8.8
,0.10,砂土,302
252,>16.5,>16.5,
,,,
18.5,9.310,10.7
,0.11,砂土,314
264,>16.5,>16.5,
,,,
18.6,11.010,11.1
,0.10,砂土,347
302,>16.5,>16.5,
,,,
18.7,10.750,10.1
,0.09,砂土,342
296,>16.5,>16.5,
,,,
18.8,9.920,10.1
,0.10,砂土,326
278,>16.5,>16.5,
,,,
18.9,10.220,10.2
,0.10,砂土,332
284,>16.5,>16.5,
,,,
19.0,9.800,10.2
,0.10,砂土,323
275,>16.5,>16.5,
,,,
19.1,10.780,11.1
,0.10,砂土,343
297,>16.5,>16.5,
,,,
19.2,10.170,8.9
,0.09,砂土,331
283,>16.5,>16.5,
,,,
19.3,7.890,7.1
,0.09,砂土,284
233,>16.5,>16.5,
,,,
19.4,7.100,7.1
,0.10,砂土,267
216,>16.5,>16.5,
,,,
19.5,7.010,7.0
,0.10,砂土,265
214,>16.5,>16.5,
,,,
19.6,7.060,7.3
,0.10,砂土,266
215,>16.5,>16.5,
,,,
19.7,7.450,7.7
,0.10,砂土,274
223,>16.5,>16.5,
,,,
19.8,7.140,7.5
,0.11,砂土,268
217,>16.5,>16.5,
,,,
19.9,8.090,9.4
,0.12,砂土,288
237,>16.5,>16.5,
,,,
20.0,10.240,10.3
,0.10,砂土,332
285,>16.5,>16.5,
,,,
20.1,10.270,11.3
,0.11,砂土,333
285,>16.5,>16.5,
,,,
20.2,11.420,12.0
,0.11,砂土,355
311,>16.5,>16.5,
,,,
20.3,11.530,11.3
,0.10,砂土,357
313,>16.5,>16.5,
,,,
20.4,11.110,10.5
,0.09,砂土,349
304,>16.5,>16.5,
,,,
20.5,10.570,10.6
,0.10,砂土,338
292,>16.5,>16.5,
,,,
20.6,10.550,10.6
,0.10,砂土,338
292,>16.5,>16.5,
,,,
20.7,10.530,10.6
,0.10,砂土,338
291,>16.5,>16.5,
,,,
20.8,10.520,10.7
,0.10,砂土,338
291,>16.5,>16.5,
,,,
20.9,10.820,10.9
,0.10,砂土,343
298,>16.5,>16.5,
,,,
21.0,11.040,11.3
,0.10,砂土,347
302,>16.5,>16.5,
,,,
21.1,11.310,11.5
,0.10,砂土,353
308,>16.5,>16.5,
,,,
21.2,11.620,11.8
,0.10,砂土,358
315,>16.5,>16.5,
,,,
21.3,11.840,11.7
,0.10,砂土,362
320,>16.5,>16.5,
,,,
21.4,12.110,12.6
,0.10,砂土,367
326,>16.5,>16.5,
,,,
21.5,12.680,12.8
,0.10,砂土,378
338,>16.5,>16.5,
,,,
21.6,12.100,11.4
,0.09,砂土,367
326,>16.5,>16.5,
,,,
21.7,10.530,9.5
,0.09,砂土,338
291,>16.5,>16.5,
,,,
21.8,7.680,6.7
,0.09,砂土,279
228,>16.5,>16.5,
,,,
21.9,6.870,7.7
,0.11,砂土,261
211,>16.5,>16.5,
,,,
22.0,8.080,8.4
,0.10,砂土,288
237,>16.5,>16.5,
,,,
22.1,6.020,8.2
,0.14,砂土,242
192,34.4,34.4,
,,,
22.2,8.260,8.3
,0.10,砂土,292
241,>16.5,>16.5,
,,,
22.3,8.260,8.0
,0.10,砂土,292
241,>16.5,>16.5,
,,,
22.4,7.920,7.9
,0.10,砂土,285
234,>16.5,>16.5,
,,,
22.5,7.970,8.0
,0.10,砂土,286
235,>16.5,>16.5,
,,,
22.6,,8.0
,,,
,,,
,,,
22.7,,
,,,
,,,
,,,
22.8,,
,,,
,,,
,,,
22.9,,
,,,
,,,
,,,
23.0,,
,,,
,,,
,,,
23.1,,
,,,
,,,
,,,
23.2,,
,,,
,,,
,,,
23.3,,
,,,
,,,
,,,
23.4,,
,,,
,,,
,,,
23.5,,
,,,
,,,
,,,
23.6,,
,,,
,,,
,,,
23.7,,
,,,
,,,
,,,
23.8,,
,,,
,,,
,,,
23.9,,
,,,
,,,
,,,
24.0,,
,,,
,,,
,,,
24.1,,
,,,
,,,
,,,
24.2,,
,,,
,,,
,,,
24.3,,
,,,
,,,
,,,
24.4,,
,,,
,,,
,,,
24.5,,
,,,
,,,
,,,
24.6,,
,,,
,,,
,,,
24.7,,
,,,
,,,
,,,
24.8,,
,,,
,,,
,,,
24.9,,
,,,
,,,
,,,
25.0,,
,,,
,,,
,,,
25.1,,
,,,
,,,
,,,
25.2,,
,,,
,,,
,,,
25.3,,
,,,
,,,
,,,
25.4,,
,,,
,,,
,,,
25.5,,
,,,
,,,
,,,
25.6,,
,,,
,,,
,,,
25.7,,
,,,
,,,
,,,
25.8,,
,,,
,,,
,,,
25.9,,
,,,
,,,
,,,
26.0,,
,,,
,,,
,,,
26.1,,
,,,
,,,
,,,
26.2,,
,,,
,,,
,,,
26.3,,
,,,
,,,
,,,
26.4,,
,,,
,,,
,,,
26.5,,
,,,
,,,
,,,
26.6,,
,,,
,,,
,,,
26.7,,
,,,
,,,
,,,
26.8,,
,,,
,,,
,,,
26.9,,
,,,
,,,
,,,
27.0,,
,,,
,,,
,,,
27.1,,
,,,
,,,
,,,
27.2,,
,,,
,,,
,,,
27.3,,
,,,
,,,
,,,
27.4,,
,,,
,,,
,,,
27.5,,
,,,
,,,
,,,
27.6,,
,,,
,,,
,,,
27.7,,
,,,
,,,
,,,
27.8,,
,,,
,,,
,,,
27.9,,
,,,
,,,
,,,
28.0,,
,,,
,,,
,,,
28.1,,
,,,
,,,
,,,
28.2,,
,,,
,,,
,,,
28.3,,
,,,
,,,
,,,
28.4,,
,,,
,,,
,,,
28.5,,
,,,
,,,
,,,
28.6,,
,,,
,,,
,,,
28.7,,
,,,
,,,
,,,
28.8,,
,,,
,,,
,,,
28.9,,
,,,
,,,
,,,
29.0,,
,,,
,,,
,,,
29.1,,
,,,
,,,
,,,
29.2,,
,,,
,,,
,,,
29.3,,
,,,
,,,
,,,
29.4,,
,,,
,,,
,,,
29.5,,
,,,
,,,
,,,
29.6,,
,,,
,,,
,,,
29.7,,
,,,
,,,
,,,
29.8,,
,,,
,,,
,,,
29.9,,
,,,
,,,
,,,
30.0,,
,,,
,,,
,,,
30.1,,
,,,
,,,
,,,
30.2,,
,,,
,,,
,,,
30.3,,
,,,
,,,
,,,
30.4,,
,,,
,,,
,,,
30.5,,
,,,
,,,
,,,
30.6,,
,,,
,,,
,,,
30.7,,
,,,
,,,
,,,
30.8,,
,,,
,,,
,,,
30.9,,
,,,
,,,
,,,
31.0,,
,,,
,,,
,,,
31.1,,
,,,
,,,
,,,
31.2,,
,,,
,,,
,,,
31.3,,
,,,
,,,
,,,
31.4,,
,,,
,,,
,,,
31.5,,
,,,
,,,
,,,
31.6,,
,,,
,,,
,,,
31.7,,
,,,
,,,
,,,
31.8,,
,,,
,,,
,,,
31.9,,
,,,
,,,
,,,
32.0,,
,,,
,,,
,,,
32.1,,
,,,
,,,
,,,
32.2,,
,,,
,,,
,,,
32.3,,
,,,
,,,
,,,
32.4,,
,,,
,,,
,,,
32.5,,
,,,
,,,
,,,
32.6,,
,,,
,,,
,,,
32.7,,
,,,
,,,
,,,
32.8,,
,,,
,,,
,,,
32.9,,
,,,
,,,
,,,
33.0,,
,,,
,,,
,,,
33.1,,
,,,
,,,
,,,
33.2,,
,,,
,,,
,,,
33.3,,
,,,
,,,
,,,
33.4,,
,,,
,,,
,,,
33.5,,
,,,
,,,
,,,
33.6,,
,,,
,,,
,,,
33.7,,
,,,
,,,
,,,
33.8,,
,,,
,,,
,,,
33.9,,
,,,
,,,
,,,
34.0,,
,,,
,,,
,,,
34.1,,
,,,
,,,
,,,
34.2,,
,,,
,,,
,,,
34.3,,
,,,
,,,
,,,
34.4,,
,,,
,,,
,,,
34.5,,
,,,
,,,
,,,
34.6,,
,,,
,,,
,,,
34.7,,
,,,
,,,
,,,
34.8,,
,,,
,,,
,,,
34.9,,
,,,
,,,
,,,
35.0,,
,,,
,,,
,,,
35.1,,
,,,
,,,
,,,
35.2,,
,,,
,,,
,,,
35.3,,
,,,
,,,
,,,
35.4,,
,,,
,,,
,,,
35.5,,
,,,
,,,
,,,
35.6,,
,,,
,,,
,,,
35.7,,
,,,
,,,
,,,
35.8,,
,,,
,,,
,,,
35.9,,
,,,
,,,
,,,
36.0,,
,,,
,,,
,,,
36.1,,
,,,
,,,
,,,
36.2,,
,,,
,,,
,,,
36.3,,
,,,
,,,
,,,
36.4,,
,,,
,,,
,,,
36.5,,
,,,
,,,
,,,
36.6,,
,,,
,,,
,,,
36.7,,
,,,
,,,
,,,
36.8,,
,,,
,,,
,,,
36.9,,
,,,
,,,
,,,
37.0,,
,,,
,,,
,,,
37.1,,
,,,
,,,
,,,
37.2,,
,,,
,,,
,,,
37.3,,
,,,
,,,
,,,
37.4,,
,,,
,,,
,,,
37.5,,
,,,
,,,
,,,
37.6,,
,,,
,,,
,,,
37.7,,
,,,
,,,
,,,
37.8,,
,,,
,,,
,,,
37.9,,
,,,
,,,
,,,
38.0,,
,,,
,,,
,,,
38.1,,
,,,
,,,
,,,
38.2,,
,,,
,,,
,,,
38.3,,
,,,
,,,
,,,
38.4,,
,,,
,,,
,,,
38.5,,
,,,
,,,
,,,
38.6,,
,,,
,,,
,,,
38.7,,
,,,
,,,
,,,
38.8,,
,,,
,,,
,,,
38.9,,
,,,
,,,
,,,
39.0,,
,,,
,,,
,,,
39.1,,
,,,
,,,
,,,
39.2,,
,,,
,,,
,,,
39.3,,
,,,
,,,
,,,
39.4,,
,,,
,,,
,,,
39.5,,
,,,
,,,
,,,
39.6,,
,,,
,,,
,,,
39.7,,
,,,
,,,
,,,
39.8,,
,,,
,,,
,,,
39.9,,
,,,
,,,
,,,
40.0,,
,,,
,,,
,,,
40.1,,
,,,
,,,
,,,
40.2,,
,,,
,,,
,,,
40.3,,
,,,
,,,
,,,
40.4,,
,,,
,,,
,,,
40.5,,
,,,
,,,
,,,
40.6,,
,,,
,,,
,,,
40.7,,
,,,
,,,
,,,
40.8,,
,,,
,,,
,,,
40.9,,
,,,
,,,
,,,
41.0,,
,,,
,,,
,,,
41.1,,
,,,
,,,
,,,
41.2,,
,,,
,,,
,,,
41.3,,
,,,
,,,
,,,
41.4,,
,,,
,,,
,,,
41.5,,
,,,
,,,
,,,
41.6,,
,,,
,,,
,,,
41.7,,
,,,
,,,
,,,
41.8,,
,,,
,,,
,,,
41.9,,
,,,
,,,
,,,
42.0,,
,,,
,,,
,,,
42.1,,
,,,
,,,
,,,
42.2,,
,,,
,,,
,,,
42.3,,
,,,
,,,
,,,
42.4,,
,,,
,,,
,,,
42.5,,
,,,
,,,
,,,
42.6,,
,,,
,,,
,,,
42.7,,
,,,
,,,
,,,
42.8,,
,,,
,,,
,,,
42.9,,
,,,
,,,
,,,
43.0,,
,,,
,,,
,,,
43.1,,
,,,
,,,
,,,
43.2,,
,,,
,,,
,,,
43.3,,
,,,
,,,
,,,
43.4,,
,,,
,,,
,,,
43.5,,
,,,
,,,
,,,
43.6,,
,,,
,,,
,,,
43.7,,
,,,
,,,
,,,
43.8,,
,,,
,,,
,,,
43.9,,
,,,
,,,
,,,
44.0,,
,,,
,,,
,,,
44.1,,
,,,
,,,
,,,
44.2,,
,,,
,,,
,,,
44.3,,
,,,
,,,
,,,
44.4,,
,,,
,,,
,,,
44.5,,
,,,
,,,
,,,
44.6,,
,,,
,,,
,,,
44.7,,
,,,
,,,
,,,
44.8,,
,,,
,,,
,,,
44.9,,
,,,
,,,
,,,
45.0,,
,,,
,,,
,,,
45.1,,
,,,
,,,
,,,
45.2,,
,,,
,,,
,,,
45.3,,
,,,
,,,
,,,
45.4,,
,,,
,,,
,,,
45.5,,
,,,
,,,
,,,
45.6,,
,,,
,,,
,,,
45.7,,
,,,
,,,
,,,
45.8,,
,,,
,,,
,,,
45.9,,
,,,
,,,
,,,
46.0,,
,,,
,,,
,,,
46.1,,
,,,
,,,
,,,
46.2,,
,,,
,,,
,,,
46.3,,
,,,
,,,
,,,
46.4,,
,,,
,,,
,,,
46.5,,
,,,
,,,
,,,
46.6,,
,,,
,,,
,,,
46.7,,
,,,
,,,
,,,
46.8,,
,,,
,,,
,,,
46.9,,
,,,
,,,
,,,
47.0,,
,,,
,,,
,,,
47.1,,
,,,
,,,
,,,
47.2,,
,,,
,,,
,,,
47.3,,
,,,
,,,
,,,
47.4,,
,,,
,,,
,,,
47.5,,
,,,
,,,
,,,
47.6,,
,,,
,,,
,,,
47.7,,
,,,
,,,
,,,
47.8,,
,,,
,,,
,,,
47.9,,
,,,
,,,
,,,
48.0,,
,,,
,,,
,,,
48.1,,
,,,
,,,
,,,
48.2,,
,,,
,,,
,,,
48.3,,
,,,
,,,
,,,
48.4,,
,,,
,,,
,,,
48.5,,
,,,
,,,
,,,
48.6,,
,,,
,,,
,,,
48.7,,
,,,
,,,
,,,
48.8,,
,,,
,,,
,,,
48.9,,
,,,
,,,
,,,
49.0,,
,,,
,,,
,,,
49.1,,
,,,
,,,
,,,
49.2,,
,,,
,,,
,,,
49.3,,
,,,
,,,
,,,
49.4,,
,,,
,,,
,,,
49.5,,
,,,
,,,
,,,
49.6,,
,,,
,,,
,,,
49.7,,
,,,
,,,
,,,
49.8,,
,,,
,,,
,,,
49.9,,
,,,
,,,
,,,
50.0,,
,,,
,,,
,,,
50.1,,
,,,
,,,
,,,
50.2,,
,,,
,,,
,,,
50.3,,
,,,
,,,
,,,
50.4,,
,,,
,,,
,,,
50.5,,
,,,
,,,
,,,
50.6,,
,,,
,,,
,,,
50.7,,
,,,
,,,
,,,
50.8,,
,,,
,,,
,,,
50.9,,
,,,
,,,
,,,
51.0,,
,,,
,,,
,,,
51.1,,
,,,
