1, 10 
1, 1 
2, 16 
2-1, 1 
3, 12 
4, 18 
5, 11 
6, 8 
7, 5 
8, 1 
, 3 
71,19-5R,10.8, 15 , 47.1 , 13.6 , 8 , 16.3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,粗砂, 0 , 0 , 0 , 0 , 0 ,., 0 , 0 
76,20-6R,7.6, 24.8 , 53.1 , 11.5 , 4.2 , 6.4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,粗砂, 0 , 0 , 0 , 0 , 0 ,., 0 , 0 
5,1-5,8, 0 , 0 , 0 , 0 , 0 , 0 , 19.9 , 2.73 , 20.6 , 17.1809841534612 , .5587 , 97.2382316090925 , 37.4 , 21.4 , 16 ,-.09375 ,粉质黏土, 0 , 0 , 0 , 1 , .1 ,15.2, 0 , 0 
6,1-6,9.3, 0 , 0 , 0 , 0 , 0 , 0 , 21.3 , 2.73 , 20.2 , 16.6529266281946 , .607519417475728 , 95.7154591726662 , 34.8 , 18.2 , 16.6 , .186746987951807 ,粉质黏土, 1 , 66.3 , 20.6 , 1 , .13 ,12.5, 0 , 0 
11,2-4,8.9, 0 , 0 , 0 , 0 , 0 , 0 , 19 , 2.72 , 20.6 , 17.3109243697479 , .541333333333333 , 95.4679802955665 , 31.4 , 17.8 , 13.6 , .088235294117647 ,粉质黏土, 1 , 57.7 , 23.3 , 1 , .12 ,13.5, 0 , 0 
15,3-3,9.1, 0 , 0 , 0 , 0 , 0 , 0 , 22.9 , 2.73 , 20.7 , 16.8429617575264 , .590127962085308 , 100 , 41.3 , 22.8 , 18.5 , 5.40540540540529E-03 ,黏土, 1 , 83.9 , 22.2 , 0 , 0 ,., 0 , 0 
77,20-8,13, 0 , 0 , 0 , 0 , 0 , 0 , 18.4 , 2.72 , 20.4 , 17.2297297297297 , .548307692307692 , 91.2772166105499 , 37 , 23.5 , 13.5 ,-.377777777777778 ,粉质黏土, 0 , 0 , 0 , 0 , 0 ,., 0 , 0 
12,2-5,10, 0 , 0 , 0 , 0 , 0 , 0 , 23.8 , 2.7 , 19.5 , 15.751211631664 , .679698492462312 , 94.5419192665977 , 0 , 0 , 0 , 0 ,, 0 , 0 , 0 , 1 , .28 ,6.1, 0 , 0 
2,1-2,3.6, 0 , 0 , 0 , 0 , 0 , 0 , 20.8 , 2.72 , 19.3 , 15.976821192053 , .667898477157361 , 84.7074846476561 , 33 , 19 , 14 , .128571428571429 ,粉质黏土, 1 , 49 , 20 , 1 , .14 ,11.49, 0 , 0 
41,12-2,3.8, 0 , 0 , 0 , 0 , 0 , 0 , 20.5 , 2.72 , 19.6 , 16.2655601659751 , .6388 , 87.2886662492173 , 32.7 , 17.3 , 15.4 , .207792207792208 ,粉质黏土, 4 , 94 , 15.7 , 0 , 0 ,., 0 , 0 
51,15-1,1.2, 0 , 0 , 0 , 0 , 0 , 0 , 17.8 , 2.72 , 19.5 , 16.553480475382 , .610130653266332 , 79.3534954207024 , 34.7 , 20.1 , 14.6 ,-.157534246575343 ,粉质黏土, 1 , 38.2 , 27 , 1 , .11 ,14.8, 0 , 0 
