5.6,1.660,19.0
,1.14,粉土,115
110,5.8,8.1,
,,,
5.7,1.300,21.0
,1.62,粉土,101
96,5.3,6.6,
,,,
5.8,0.710,22.7
,3.20,粉质粘土,116
108,3.6,4.2,
,,,
5.9,0.430,17.4
,4.05,软土,58
58,2.5,3.0,
,,,
6.0,0.460,10.6
,2.30,软土,62
62,2.6,3.1,
,,,
6.1,0.400,10.6
,2.65,软土,54
54,2.4,2.9,
,,,
6.2,0.460,7.4
,1.61,粉土,59
63,4.1,3.1,
,,,
6.3,0.360,8.5
,2.36,软土,49
49,2.2,2.7,
,,,
6.4,0.410,8.3
,2.02,软土,56
56,2.4,2.9,
,,,
6.5,0.540,12.0
,2.22,软土,72
72,2.9,3.5,
,,,
6.6,0.670,15.6
,2.33,软土,88
88,3.4,4.0,
,,,
6.7,0.550,16.3
,2.96,软土,73
73,3.0,3.5,
,,,
6.8,1.360,20.5
,1.51,粉土,103
98,5.4,6.8,
,,,
6.9,0.860,20.2
,2.35,粉质粘土,132
125,4.3,4.8,
,,,
7.0,1.250,20.0
,1.60,粉土,99
94,5.2,6.4,
,,,
7.1,1.320,19.5
,1.48,粉土,102
97,5.3,6.7,
,,,
7.2,0.930,20.9
,2.25,粉质粘土,140
133,4.6,5.1,
,,,
7.3,1.810,17.0
,0.94,粉土,121
116,6.1,8.7,
,,,
7.4,2.100,16.8
,0.80,粉土,131
128,6.5,9.9,
,,,
7.5,2.250,20.7
,0.92,粉土,137
134,6.7,10.5,
,,,
7.6,2.560,21.8
,0.85,粉土,147
146,7.2,11.7,
,,,
7.7,2.590,22.0
,0.85,粉土,148
147,7.2,11.9,
,,,
7.8,2.760,24.0
,0.87,粉土,153
154,7.5,12.6,
,,,
7.9,2.960,25.5
,0.86,粉土,160
162,7.8,13.4,
,,,
8.0,3.170,25.2
,0.79,粉土,166
170,8.1,14.2,
,,,
8.1,3.470,28.6
,0.82,粉土,175
182,8.5,15.5,
,,,
8.2,2.870,44.3
,1.54,粉土,157
158,7.6,13.0,
,,,
8.3,0.980,44.7
,4.56,粘土,144
139,4.8,5.3,
,,,
8.4,0.670,21.3
,3.18,软土,88
88,3.4,4.0,
,,,
8.5,0.880,17.5
,1.99,粉质粘土,134
128,4.4,4.9,
,,,
8.6,2.740,15.5
,0.57,砂土,153
120,15.7,15.7,
,,,
8.7,2.610,23.7
,0.91,粉土,149
148,7.2,11.9,
,,,
8.8,2.500,31.3
,1.25,粉土,145
144,7.1,11.5,
,,,
8.9,3.470,26.3
,0.76,粉土,175
182,8.5,15.5,
,,,
9.0,4.350,26.2
,0.60,砂土,200
155,24.9,24.9,
,,,
9.1,4.640,33.8
,0.73,砂土,207
162,26.5,26.5,
,,,
9.2,4.320,45.2
,1.05,粉土,199
216,9.8,18.9,
,,,
9.3,2.220,73.3
,3.30,粉质粘土,241
281,10.2,10.3,
,,,
9.4,3.100,46.7
,1.51,粉土,164
167,8.0,13.9,
,,,
9.5,3.050,30.3
,0.99,粉土,163
165,7.9,13.7,
,,,
9.6,1.170,46.2
,3.95,粘土,162
161,5.6,6.0,
,,,
9.7,0.610,39.4
,6.46,软土,80
80,3.2,3.8,
,,,
9.8,0.880,28.6
,3.25,粉质粘土,134
128,4.4,4.9,
,,,
9.9,1.050,30.9
,2.94,粉质粘土,151
147,5.1,5.6,
,,,
10.0,0.770,20.7
,2.69,粉质粘土,123
115,3.9,4.4,
,,,
10.1,4.160,17.0
,0.41,砂土,194
151,23.8,23.8,
,,,
10.2,2.730,34.8
,1.27,粉土,153
153,7.4,12.4,
,,,
10.3,1.780,50.4
,2.83,粉质粘土,211
231,8.3,8.5,
,,,
10.4,1.580,40.4
,2.56,粉质粘土,196
208,7.4,7.7,
,,,
10.5,0.960,38.5
,4.01,粘土,142
137,4.7,5.2,
,,,
10.6,0.950,35.8
,3.77,粘土,141
136,4.7,5.1,
,,,
10.7,4.720,24.1
,0.51,砂土,209
163,27.0,27.0,
,,,
10.8,4.860,29.6
,0.61,砂土,213
166,27.8,27.8,
,,,
10.9,4.910,42.6
,0.87,粉土,214
239,10.6,21.4,
,,,
11.0,5.060,46.3
,0.92,粉土,218
245,10.9,22.0,
,,,
11.1,4.650,48.4
,1.04,粉土,208
229,10.3,20.3,
,,,
11.2,4.660,49.3
,1.06,粉土,208
229,10.3,20.3,
,,,
11.3,4.890,53.4
,1.09,粉土,214
238,10.6,21.3,
,,,
11.4,4.960,53.7
,1.08,粉土,216
241,10.7,21.6,
,,,
11.5,5.860,55.8
,0.95,粉土,238
277,12.0,25.2,
,,,
11.6,6.940,59.8
,0.86,砂土,263
212,>16.5,>16.5,
,,,
11.7,9.630,62.3
,0.65,砂土,320
271,>16.5,>16.5,
,,,
11.8,9.210,69.2
,0.75,砂土,312
262,>16.5,>16.5,
,,,
11.9,11.620,87.6
,0.75,砂土,358
315,>16.5,>16.5,
,,,
12.0,11.170,99.9
,0.89,砂土,350
305,>16.5,>16.5,
,,,
12.1,12.510,107.5
,0.86,砂土,375
335,>16.5,>16.5,
,,,
12.2,12.540,119.7
,0.95,砂土,375
335,>16.5,>16.5,
,,,
12.3,11.640,123.7
,1.06,砂土,359
316,>16.5,>16.5,
,,,
12.4,12.610,123.0
,0.98,砂土,377
337,>16.5,>16.5,
,,,
12.5,12.720,124.3
,0.98,砂土,379
339,>16.5,>16.5,
,,,
12.6,12.410,125.2
,1.01,砂土,373
333,>16.5,>16.5,
,,,
12.7,11.580,125.1
,1.08,砂土,358
314,>16.5,>16.5,
,,,
12.8,10.040,118.3
,1.18,砂土,328
280,>16.5,>16.5,
,,,
12.9,6.630,104.8
,1.58,粉土,256
307,13.2,28.4,
,,,
13.0,3.620,94.6
,2.61,粉质粘土,320
441,16.4,16.1,
,,,
13.1,2.400,88.7
,3.70,粉质粘土,252
301,11.0,11.1,
,,,
13.2,1.480,74.4
,5.03,粘土,188
196,7.0,7.3,
,,,
13.3,1.790,61.7
,3.45,粉质粘土,211
232,8.4,8.6,
,,,
13.4,1.100,52.9
,4.81,粘土,156
153,5.3,5.8,
,,,
13.5,1.000,43.3
,4.33,粘土,146
141,4.9,5.4,
,,,
13.6,0.650,37.4
,5.75,软土,85
85,3.3,3.9,
,,,
13.7,3.510,22.2
,0.63,砂土,176
137,20.1,20.1,
,,,
13.8,3.840,23.8
,0.62,砂土,186
144,22.0,22.0,
,,,
13.9,3.990,32.9
,0.82,粉土,190
203,9.3,17.6,
,,,
14.0,5.450,22.4
,0.41,砂土,228
179,31.2,31.2,
,,,
14.1,6.350,33.1
,0.52,砂土,249
199,36.3,36.3,
,,,
14.2,7.010,51.2
,0.73,砂土,265
214,>16.5,>16.5,
,,,
14.3,5.340,57.0
,1.07,粉土,225
256,11.3,23.1,
,,,
14.4,7.280,55.5
,0.76,砂土,271
220,>16.5,>16.5,
,,,
14.5,5.060,59.4
,1.17,粉土,218
245,10.9,22.0,
,,,
14.6,4.680,55.4
,1.18,粉土,208
230,10.3,20.4,
,,,
14.7,4.480,52.3
,1.17,粉土,203
222,10.0,19.6,
,,,
14.8,4.460,48.4
,1.09,粉土,203
221,10.0,19.5,
,,,
14.9,4.550,48.6
,1.07,粉土,205
225,10.1,19.9,
,,,
15.0,4.180,16.5
,0.39,砂土,195
151,23.9,23.9,
,,,
15.1,3.530,12.7
,0.36,砂土,177
137,20.2,20.2,
,,,
15.2,3.640,24.6
,0.68,砂土,180
140,20.8,20.8,
,,,
15.3,4.020,30.7
,0.76,粉土,191
204,9.3,17.7,
,,,
15.4,4.040,33.1
,0.82,粉土,191
205,9.4,17.8,
,,,
15.5,5.410,23.9
,0.44,砂土,227
179,30.9,30.9,
,,,
15.6,6.180,36.5
,0.59,砂土,245
195,35.3,35.3,
,,,
15.7,5.090,34.3
,0.67,砂土,219
171,29.1,29.1,
,,,
15.8,4.540,38.5
,0.85,粉土,205
224,10.1,19.8,
,,,
15.9,4.020,34.9
,0.87,粉土,191
204,9.3,17.7,
,,,
16.0,4.640,34.7
,0.75,砂土,207
162,26.5,26.5,
,,,
16.1,4.300,35.2
,0.82,粉土,198
215,9.7,18.9,
,,,
16.2,4.610,35.7
,0.77,砂土,207
161,26.4,26.4,
,,,
16.3,4.810,38.3
,0.80,砂土,212
165,27.5,27.5,
,,,
16.4,5.890,42.8
,0.73,砂土,239
189,33.7,33.7,
,,,
16.5,7.570,50.5
,0.67,砂土,277
226,>16.5,>16.5,
,,,
16.6,8.750,58.1
,0.66,砂土,302
252,>16.5,>16.5,
,,,
16.7,11.180,80.9
,0.72,砂土,350
305,>16.5,>16.5,
,,,
16.8,11.370,96.7
,0.85,砂土,354
310,>16.5,>16.5,
,,,
16.9,11.140,99.4
,0.89,砂土,349
305,>16.5,>16.5,
,,,
17.0,10.800,112.5
,1.04,砂土,343
297,>16.5,>16.5,
,,,
17.1,10.730,109.9
,1.02,砂土,342
296,>16.5,>16.5,
,,,
17.2,10.600,109.1
,1.03,砂土,339
293,>16.5,>16.5,
,,,
17.3,10.180,108.7
,1.07,砂土,331
283,>16.5,>16.5,
,,,
17.4,9.900,107.5
,1.09,砂土,325
277,>16.5,>16.5,
,,,
17.5,9.640,97.1
,1.01,砂土,320
272,>16.5,>16.5,
,,,
17.6,9.060,95.4
,1.05,砂土,308
259,>16.5,>16.5,
,,,
17.7,8.670,93.4
,1.08,砂土,300
250,>16.5,>16.5,
,,,
17.8,8.280,89.6
,1.08,砂土,292
242,>16.5,>16.5,
,,,
17.9,7.560,79.0
,1.04,砂土,277
226,>16.5,>16.5,
,,,
18.0,5.750,63.5
,1.10,粉土,235
272,11.9,24.8,
,,,
18.1,4.180,61.7
,1.48,粉土,195
210,9.6,18.4,
,,,
18.2,4.650,61.2
,1.32,粉土,208
229,10.3,20.3,
,,,
18.3,6.130,63.5
,1.04,粉土,244
287,12.4,26.3,
,,,
18.4,7.520,67.1
,0.89,砂土,276
225,>16.5,>16.5,
,,,
18.5,7.340,93.9
,1.28,粉土,272
335,14.2,31.3,
,,,
18.6,8.020,96.2
,1.20,粉土,287
362,15.2,34.1,
,,,
18.7,7.930,92.0
,1.16,粉土,285
359,15.1,33.7,
,,,
18.8,7.900,88.0
,1.11,砂土,284
233,>16.5,>16.5,
,,,
18.9,6.640,61.1
,0.92,砂土,256
206,>16.5,>16.5,
,,,
19.0,5.300,58.1
,1.10,粉土,224
254,11.2,22.9,
,,,
19.1,4.140,51.7
,1.25,粉土,194
209,9.5,18.2,
,,,
19.2,3.940,42.8
,1.09,粉土,188
201,9.2,17.4,
,,,
19.3,4.040,39.5
,0.98,粉土,191
205,9.4,17.8,
,,,
19.4,4.170,40.3
,0.97,粉土,195
210,9.5,18.3,
,,,
19.5,5.560,38.6
,0.69,砂土,231
182,31.8,31.8,
,,,
19.6,6.650,45.1
,0.68,砂土,256
206,>16.5,>16.5,
,,,
19.7,6.840,51.0
,0.75,砂土,261
210,>16.5,>16.5,
,,,
19.8,6.710,52.0
,0.77,砂土,258
207,>16.5,>16.5,
,,,
19.9,6.600,52.4
,0.79,砂土,255
205,>16.5,>16.5,
,,,
20.0,6.090,17.3
,0.28,砂土,243
193,34.8,34.8,
,,,
20.1,5.970,30.6
,0.51,砂土,241
191,34.1,34.1,
,,,
20.2,5.940,39.2
,0.66,砂土,240
190,34.0,34.0,
,,,
20.3,6.150,41.7
,0.68,砂土,245
195,35.2,35.2,
,,,
20.4,6.500,43.3
,0.67,砂土,253
203,>16.5,>16.5,
,,,
20.5,6.830,50.2
,0.73,砂土,261
210,>16.5,>16.5,
,,,
20.6,6.750,50.3
,0.75,砂土,259
208,>16.5,>16.5,
,,,
20.7,6.450,51.8
,0.80,砂土,252
201,>16.5,>16.5,
,,,
20.8,7.440,54.0
,0.73,砂土,274
223,>16.5,>16.5,
,,,
20.9,7.840,58.5
,0.75,砂土,283
232,>16.5,>16.5,
,,,
21.0,8.720,71.5
,0.82,砂土,301
251,>16.5,>16.5,
,,,
21.1,10.580,75.9
,0.72,砂土,339
292,>16.5,>16.5,
,,,
21.2,12.290,83.5
,0.68,砂土,371
330,>16.5,>16.5,
,,,
21.3,12.130,94.3
,0.78,砂土,368
326,>16.5,>16.5,
,,,
21.4,8.530,93.6
,1.10,砂土,298
247,>16.5,>16.5,
,,,
21.5,5.320,86.7
,1.63,粉土,225
255,11.2,23.0,
,,,
21.6,6.730,83.0
,1.23,粉土,258
311,13.3,28.8,
,,,
21.7,10.250,76.0
,0.74,砂土,332
285,>16.5,>16.5,
,,,
21.8,11.750,80.0
,0.68,砂土,361
318,>16.5,>16.5,
,,,
21.9,12.770,54.1
,0.42,砂土,379
340,>16.5,>16.5,
,,,
22.0,8.210,111.4
,1.36,粉土,291
370,15.5,34.9,
,,,
22.1,9.610,106.4
,1.11,砂土,320
271,>16.5,>16.5,
,,,
22.2,7.500,98.2
,1.31,粉土,275
342,14.5,32.0,
,,,
22.3,7.350,78.7
,1.07,粉土,272
336,14.2,31.3,
,,,
22.4,7.740,67.2
,0.87,砂土,281
230,>16.5,>16.5,
,,,
22.5,7.670,66.8
,0.87,砂土,279
228,>16.5,>16.5,
,,,
22.6,7.880,66.2
,0.84,砂土,284
233,>16.5,>16.5,
,,,
22.7,6.520,62.3
,0.96,砂土,253
203,>16.5,>16.5,
,,,
22.8,6.610,58.4
,0.88,砂土,255
205,>16.5,>16.5,
,,,
22.9,7.320,56.8
,0.78,砂土,272
221,>16.5,>16.5,
,,,
23.0,7.910,57.8
,0.73,砂土,284
234,>16.5,>16.5,
,,,
23.1,10.470,69.6
,0.66,砂土,337
290,>16.5,>16.5,
,,,
23.2,12.320,83.2
,0.68,砂土,371
331,>16.5,>16.5,
,,,
23.3,12.100,99.7
,0.82,砂土,367
326,>16.5,>16.5,
,,,
23.4,10.210,98.9
,0.97,砂土,331
284,>16.5,>16.5,
,,,
23.5,7.870,97.3
,1.24,粉土,284
356,15.0,33.5,
,,,
23.6,6.390,67.6
,1.06,粉土,250
298,12.8,27.4,
,,,
23.7,5.150,65.7
,1.28,粉土,220
249,11.0,22.3,
,,,
23.8,8.560,66.4
,0.78,砂土,298
248,>16.5,>16.5,
,,,
23.9,8.930,69.6
,0.78,砂土,306
256,>16.5,>16.5,
,,,
24.0,8.650,74.3
,0.86,砂土,300
250,>16.5,>16.5,
,,,
24.1,9.760,76.6
,0.78,砂土,323
274,>16.5,>16.5,
,,,
24.2,10.310,77.4
,0.75,砂土,333
286,>16.5,>16.5,
,,,
24.3,9.070,77.0
,0.85,砂土,309
259,>16.5,>16.5,
,,,
24.4,6.640,72.5
,1.09,粉土,256
308,13.2,28.4,
,,,
24.5,5.680,57.8
,1.02,粉土,234
270,11.8,24.5,
,,,
24.6,6.710,55.4
,0.83,砂土,258
207,>16.5,>16.5,
,,,
24.7,7.240,58.8
,0.81,砂土,270
219,>16.5,>16.5,
,,,
24.8,7.900,63.6
,0.81,砂土,284
233,>16.5,>16.5,
,,,
24.9,9.270,69.7
,0.75,砂土,313
263,>16.5,>16.5,
,,,
25.0,8.430,35.4
,0.42,砂土,295
245,>16.5,>16.5,
,,,
25.1,6.760,40.8
,0.60,砂土,259
208,>16.5,>16.5,
,,,
25.2,6.320,51.2
,0.81,砂土,249
199,36.2,36.2,
,,,
25.3,8.460,57.3
,0.68,砂土,296
246,>16.5,>16.5,
,,,
25.4,11.450,85.4
,0.75,砂土,355
311,>16.5,>16.5,
,,,
25.5,11.940,87.3
,0.73,砂土,364
322,>16.5,>16.5,
,,,
25.6,13.980,106.8
,0.76,砂土,401
367,>16.5,>16.5,
,,,
25.7,14.930,112.2
,0.75,砂土,417
388,>16.5,>16.5,
,,,
25.8,15.570,121.0
,0.78,砂土,428
402,>16.5,>16.5,
,,,
25.9,15.230,144.4
,0.95,砂土,422
395,>16.5,>16.5,
,,,
26.0,13.370,154.9
,1.16,砂土,390
354,>16.5,>16.5,
,,,
26.1,15.660,140.7
,0.90,砂土,430
404,>16.5,>16.5,
,,,
26.2,16.250,144.2
,0.89,砂土,439
417,>16.5,>16.5,
,,,
26.3,15.090,141.0
,0.93,砂土,420
391,>16.5,>16.5,
,,,
26.4,12.520,137.5
,1.10,砂土,375
335,>16.5,>16.5,
,,,
26.5,9.750,121.5
,1.25,砂土,322
274,>16.5,>16.5,
,,,
26.6,7.750,98.5
,1.27,粉土,281
352,14.8,33.0,
,,,
26.7,10.690,101.7
,0.95,砂土,341
295,>16.5,>16.5,
,,,
26.8,10.620,103.7
,0.98,砂土,339
293,>16.5,>16.5,
,,,
26.9,11.540,100.6
,0.87,砂土,357
313,>16.5,>16.5,
,,,
27.0,12.470,102.2
,0.82,砂土,374
334,>16.5,>16.5,
,,,
27.1,11.920,104.6
,0.88,砂土,364
322,>16.5,>16.5,
,,,
27.2,11.710,108.6
,0.93,砂土,360
317,>16.5,>16.5,
,,,
27.3,11.500,112.4
,0.98,砂土,356
313,>16.5,>16.5,
,,,
27.4,11.980,107.3
,0.90,砂土,365
323,>16.5,>16.5,
,,,
27.5,10.060,112.6
,1.12,砂土,329
281,>16.5,>16.5,
,,,
27.6,8.930,111.9
,1.25,粉土,306
398,16.6,37.8,
,,,
27.7,12.490,113.1
,0.91,砂土,374
334,>16.5,>16.5,
,,,
27.8,13.710,120.8
,0.88,砂土,396
361,>16.5,>16.5,
,,,
27.9,13.470,131.9
,0.98,砂土,392
356,>16.5,>16.5,
,,,
28.0,12.930,150.2
,1.16,砂土,382
344,>16.5,>16.5,
,,,
28.1,13.850,148.3
,1.07,砂土,399
364,>16.5,>16.5,
,,,
28.2,14.400,147.3
,1.02,砂土,408
376,>16.5,>16.5,
,,,
28.3,13.730,144.9
,1.06,砂土,397
362,>16.5,>16.5,
,,,
28.4,10.500,141.9
,1.35,砂土,337
291,>16.5,>16.5,
,,,
28.5,10.880,115.8
,1.06,砂土,344
299,>16.5,>16.5,
,,,
28.6,10.150,100.4
,0.99,砂土,330
283,>16.5,>16.5,
,,,
28.7,6.210,97.0
,1.56,粉土,246
291,12.6,26.7,
,,,
28.8,5.210,73.1
,1.40,粉土,222
251,11.1,22.6,
,,,
28.9,5.760,56.2
,0.98,粉土,235
273,11.9,24.8,
,,,
29.0,7.000,61.6
,0.88,砂土,264
214,>16.5,>16.5,
,,,
29.1,7.590,68.6
,0.90,砂土,277
226,>16.5,>16.5,
,,,
29.2,6.090,59.0
,0.97,粉土,243
286,12.4,26.2,
,,,
29.3,5.760,51.8
,0.90,砂土,235
186,32.9,32.9,
,,,
29.4,5.760,56.3
,0.98,粉土,235
273,11.9,24.8,
,,,
29.5,5.920,50.3
,0.85,砂土,239
190,33.9,33.9,
,,,
29.6,4.920,67.5
,1.37,粉土,215
239,10.7,21.4,
,,,
29.7,6.800,57.7
,0.85,砂土,260
209,>16.5,>16.5,
,,,
29.8,7.910,64.1
,0.81,砂土,284
234,>16.5,>16.5,
,,,
29.9,8.080,71.0
,0.88,砂土,288
237,>16.5,>16.5,
,,,
30.0,8.210,35.0
,0.43,砂土,291
240,>16.5,>16.5,
,,,
30.1,8.200,51.9
,0.63,砂土,291
240,>16.5,>16.5,
,,,
30.2,8.780,64.0
,0.73,砂土,303
253,>16.5,>16.5,
,,,
30.3,11.350,69.7
,0.61,砂土,353
309,>16.5,>16.5,
,,,
30.4,13.080,85.0
,0.65,砂土,385
347,>16.5,>16.5,
,,,
30.5,10.090,95.9
,0.95,砂土,329
281,>16.5,>16.5,
,,,
30.6,7.430,94.2
,1.27,粉土,274
339,14.4,31.7,
,,,
30.7,8.500,78.3
,0.92,砂土,297
247,>16.5,>16.5,
,,,
30.8,9.350,72.7
,0.78,砂土,314
265,>16.5,>16.5,
,,,
30.9,10.810,82.1
,0.76,砂土,343
297,>16.5,>16.5,
,,,
31.0,12.620,93.9
,0.74,砂土,377
337,>16.5,>16.5,
,,,
31.1,10.610,102.8
,0.97,砂土,339
293,>16.5,>16.5,
,,,
31.2,8.530,99.7
,1.17,砂土,298
247,>16.5,>16.5,
,,,
31.3,7.840,93.6
,1.19,粉土,283
355,15.0,33.3,
,,,
31.4,8.070,81.7
,1.01,砂土,288
237,>16.5,>16.5,
,,,
31.5,6.440,37.7
,0.59,砂土,252
201,>16.5,>16.5,
,,,
31.6,6.920,44.2
,0.64,砂土,263
212,>16.5,>16.5,
,,,
31.7,10.920,54.6
,0.50,砂土,345
300,>16.5,>16.5,
,,,
31.8,12.060,70.1
,0.58,砂土,367
325,>16.5,>16.5,
,,,
31.9,12.670,101.9
,0.80,砂土,378
338,>16.5,>16.5,
,,,
32.0,12.160,121.8
,1.00,砂土,368
327,>16.5,>16.5,
,,,
32.1,11.110,121.0
,1.09,砂土,349
304,>16.5,>16.5,
,,,
32.2,11.780,119.2
,1.01,砂土,361
319,>16.5,>16.5,
,,,
32.3,11.300,114.8
,1.02,砂土,352
308,>16.5,>16.5,
,,,
32.4,9.460,111.8
,1.18,砂土,317
268,>16.5,>16.5,
,,,
32.5,8.470,95.8
,1.13,砂土,296
246,>16.5,>16.5,
,,,
32.6,7.500,91.8
,1.22,粉土,275
342,14.5,32.0,
,,,
32.7,6.690,85.8
,1.28,粉土,257
310,13.3,28.6,
,,,
32.8,7.000,76.7
,1.10,粉土,264
322,13.7,29.9,
,,,
32.9,6.880,77.8
,1.13,粉土,262
317,13.5,29.4,
,,,
33.0,7.540,77.2
,1.02,砂土,276
225,>16.5,>16.5,
,,,
33.1,7.820,77.9
,1.00,砂土,282
232,>16.5,>16.5,
,,,
33.2,8.970,78.9
,0.88,砂土,307
257,>16.5,>16.5,
,,,
33.3,9.390,81.6
,0.87,砂土,315
266,>16.5,>16.5,
,,,
33.4,10.040,85.0
,0.85,砂土,328
280,>16.5,>16.5,
,,,
33.5,11.400,72.3
,0.63,砂土,354
310,>16.5,>16.5,
,,,
33.6,11.300,83.6
,0.74,砂土,352
308,>16.5,>16.5,
,,,
33.7,9.160,86.7
,0.95,砂土,311
261,>16.5,>16.5,
,,,
33.8,8.400,83.9
,1.00,砂土,295
244,>16.5,>16.5,
,,,
33.9,10.240,79.1
,0.77,砂土,332
285,>16.5,>16.5,
,,,
34.0,7.790,83.8
,1.08,砂土,282
231,>16.5,>16.5,
,,,
34.1,7.750,87.8
,1.13,粉土,281
352,14.8,33.0,
,,,
34.2,9.120,78.2
,0.86,砂土,310
260,>16.5,>16.5,
,,,
34.3,7.040,74.6
,1.06,粉土,265
323,13.8,30.1,
,,,
34.4,5.780,73.1
,1.26,粉土,236
273,11.9,24.9,
,,,
34.5,5.830,64.7
,1.11,粉土,237
275,12.0,25.1,
,,,
34.6,7.050,64.5
,0.91,砂土,265
215,>16.5,>16.5,
,,,
34.7,6.580,63.8
,0.97,砂土,255
204,>16.5,>16.5,
,,,
34.8,5.560,65.5
,1.18,粉土,231
265,11.6,24.0,
,,,
34.9,6.300,60.7
,0.96,粉土,248
294,12.7,27.0,
,,,
35.0,5.690,60.7
,1.07,粉土,234
270,11.8,24.5,
,,,
35.1,5.700,60.7
,1.06,粉土,234
270,11.8,24.6,
,,,
35.2,,
,,,
,,,
,,,
35.3,,
,,,
,,,
,,,
35.4,,
,,,
,,,
,,,
35.5,,
,,,
,,,
,,,
35.6,,
,,,
,,,
,,,
35.7,,
,,,
,,,
,,,
35.8,,
,,,
,,,
,,,
35.9,,
,,,
,,,
,,,
36.0,,
,,,
,,,
,,,
36.1,,
,,,
,,,
,,,
36.2,,
,,,
,,,
,,,
36.3,,
,,,
,,,
,,,
36.4,,
,,,
,,,
,,,
36.5,,
,,,
,,,
,,,
36.6,,
,,,
,,,
,,,
36.7,,
,,,
,,,
,,,
36.8,,
,,,
,,,
,,,
36.9,,
,,,
,,,
,,,
37.0,,
,,,
,,,
,,,
